bloom,asset-test,asset-valid,3,p0,1,287,Yes
bloom,asset-test,asset-valid,3,p0,1,489,Yes
bloom,asset-test,asset-valid,3,p0,1,723,Yes
bloom,asset-test,asset-valid,3,p1,1,287,No
bloom,asset-test,asset-valid,3,p1,1,489,No
bloom,asset-test,asset-valid,3,p1,1,723,No
bloom,asset-test,asset-valid,3,p2,1,287,No
bloom,asset-test,asset-valid,3,p2,1,489,No
bloom,asset-test,asset-valid,3,p2,1,723,No
bloom-1b1,asset-test,asset-valid,3,p0,1,287,Yes
bloom-1b1,asset-test,asset-valid,3,p0,1,489,Yes
bloom-1b1,asset-test,asset-valid,3,p0,1,723,Yes
bloom-1b1,asset-test,asset-valid,3,p1,1,287,No
bloom-1b1,asset-test,asset-valid,3,p1,1,489,No
bloom-1b1,asset-test,asset-valid,3,p1,1,723,No
bloom-1b1,asset-test,asset-valid,3,p2,1,287,No
bloom-1b1,asset-test,asset-valid,3,p2,1,489,No
bloom-1b1,asset-test,asset-valid,3,p2,1,723,No
bloom-3b,asset-test,asset-valid,3,p0,1,287,Yes
bloom-3b,asset-test,asset-valid,3,p0,1,489,Yes
bloom-3b,asset-test,asset-valid,3,p0,1,723,Yes
bloom-3b,asset-test,asset-valid,3,p1,1,287,No
bloom-3b,asset-test,asset-valid,3,p1,1,489,No
bloom-3b,asset-test,asset-valid,3,p1,1,723,No
bloom-3b,asset-test,asset-valid,3,p2,1,287,No
bloom-3b,asset-test,asset-valid,3,p2,1,489,No
bloom-3b,asset-test,asset-valid,3,p2,1,723,No
bloom-560m,asset-test,asset-valid,3,p0,1,287,Yes
bloom-560m,asset-test,asset-valid,3,p0,1,489,Yes
bloom-560m,asset-test,asset-valid,3,p0,1,723,Yes
bloom-560m,asset-test,asset-valid,3,p1,1,287,No
bloom-560m,asset-test,asset-valid,3,p1,1,489,No
bloom-560m,asset-test,asset-valid,3,p1,1,723,No
bloom-560m,asset-test,asset-valid,3,p2,1,287,No
bloom-560m,asset-test,asset-valid,3,p2,1,489,No
bloom-560m,asset-test,asset-valid,3,p2,1,723,No
bloom-560m.test,asset-test,asset-valid,3,p0,1,287,No
bloom-560m.test,asset-test,asset-valid,3,p0,1,489,No
bloom-560m.test,asset-test,asset-valid,3,p0,1,723,No
bloom-560m.test,asset-test,asset-valid,3,p1,1,287,No
bloom-560m.test,asset-test,asset-valid,3,p1,1,489,No
bloom-560m.test,asset-test,asset-valid,3,p1,1,723,No
bloom-560m.test,asset-test,asset-valid,3,p2,1,287,No
bloom-560m.test,asset-test,asset-valid,3,p2,1,489,No
bloom-560m.test,asset-test,asset-valid,3,p2,1,723,No
bloom-7b1,asset-test,asset-valid,3,p0,1,287,Yes
bloom-7b1,asset-test,asset-valid,3,p0,1,489,Yes
bloom-7b1,asset-test,asset-valid,3,p0,1,723,Yes
bloom-7b1,asset-test,asset-valid,3,p1,1,287,No
bloom-7b1,asset-test,asset-valid,3,p1,1,489,No
bloom-7b1,asset-test,asset-valid,3,p1,1,723,No
bloom-7b1,asset-test,asset-valid,3,p2,1,287,No
bloom-7b1,asset-test,asset-valid,3,p2,1,489,No
bloom-7b1,asset-test,asset-valid,3,p2,1,723,No
bloomz,asset-test,asset-valid,3,p0,1,287,Yes
bloomz,asset-test,asset-valid,3,p0,1,489,Yes
bloomz,asset-test,asset-valid,3,p0,1,723,Yes
bloomz,asset-test,asset-valid,3,p1,1,287,No
bloomz,asset-test,asset-valid,3,p1,1,489,No
bloomz,asset-test,asset-valid,3,p1,1,723,No
bloomz,asset-test,asset-valid,3,p2,1,287,No
bloomz,asset-test,asset-valid,3,p2,1,489,No
bloomz,asset-test,asset-valid,3,p2,1,723,No
bloomz-1b1,asset-test,asset-valid,3,p0,1,287,Yes
bloomz-1b1,asset-test,asset-valid,3,p0,1,489,Yes
bloomz-1b1,asset-test,asset-valid,3,p0,1,723,Yes
bloomz-1b1,asset-test,asset-valid,3,p1,1,287,No
bloomz-1b1,asset-test,asset-valid,3,p1,1,489,No
bloomz-1b1,asset-test,asset-valid,3,p1,1,723,No
bloomz-1b1,asset-test,asset-valid,3,p2,1,287,No
bloomz-1b1,asset-test,asset-valid,3,p2,1,489,No
bloomz-1b1,asset-test,asset-valid,3,p2,1,723,No
bloomz-3b,asset-test,asset-valid,3,p0,1,287,Yes
bloomz-3b,asset-test,asset-valid,3,p0,1,489,Yes
bloomz-3b,asset-test,asset-valid,3,p0,1,723,Yes
bloomz-3b,asset-test,asset-valid,3,p1,1,287,No
bloomz-3b,asset-test,asset-valid,3,p1,1,489,No
bloomz-3b,asset-test,asset-valid,3,p1,1,723,No
